"Well","Analyte","Reading"
"B2","F",7
"B2","F",9
"B2","F",6
"B2","G",753
"B2","G",267
"B2","G",203
"B2","G",573
"B2","G",646
"B2","G",728
"B2","G",443
"B2","G",714
"B2","G",242
"B2","G",422
"B2","H",10
"B2","H",118
"B2","H",124
"B2","H",83
"B2","H",102
"B2","H",132
"B2","H",172
"B2","H",197
"B2","H",121
"B2","H",109
"B2","I",70
"B2","I",74
"B2","I",59
"B2","I",63
"B2","I",56
"B2","I",57
"B2","J",23
"B2","J",23
"B2","J",36
"B2","K",0
"B2","K",0
"B2","K",0
"B2","K",5
"B2","K",0
"B2","K",0
"B2","K",0
"B2","L",361
"B2","M",51
"B2","M",40
"B2","M",42
"B2","M",35
"B2","M",35
"B2","M",41
"B3","A",9
"B3","A",9
"B3","A",13
"B3","A",4
"B3","A",5
"B3","A",17
"B3","A",9
"B3","A",9
"B3","B",59
"B3","B",36
"B3","B",70
"B3","B",41
"B3","B",112
"B3","B",71
"B3","B",60
"B3","B",39
"B3","B",63
"B3","B",58
"B3","B",34
"B3","B",50
"B3","B",36
"B3","B",44
"B3","B",63
"B3","B",45
"B3","B",30
"B3","B",61
"B3","B",72
"B3","B",96
"B3","B",32
"B3","C",8
"B3","C",7
"B3","C",6
"B3","C",9
"B3","C",6
"B3","C",5
"B3","C",8
"B3","C",9
"B3","C",8
"B3","C",9
"B3","C",6
"B3","C",10
"B3","C",9
"B3","C",6
"B3","C",7
"B3","C",6
"B3","C",5
"B3","C",2
"B3","D",755
"B3","D",799
"B3","D",886
"B3","D",801
"B3","D",734
"B3","D",767
"B3","D",901
"B3","D",824
"B3","D",794
"B3","D",747
"B3","E",190
"B3","E",341
"B3","E",197
"B3","E",489
"B3","E",303
"B3","E",342
"B3","E",307
"B3","F",3
"B3","F",4
"B3","F",2
"B3","F",4
"B3","F",5
"B3","F",4
"B3","F",3
"B3","F",6
"B3","F",2
"B3","F",3
"B3","F",1
"B3","F",2
"B3","F",4
"B3","G",224
"B3","G",264
"B3","G",304
"B3","G",177
"B3","G",226
"B3","G",447
"B3","G",273
"B3","G",297
"B3","G",148
"B3","G",169
"B3","G",321
"B3","G",168
"B3","H",5
"B3","H",56
"B3","H",95
"B3","H",70
"B3","H",111
"B3","H",98
"B3","H",105
"B3","H",32
"B3","H",45
"B3","H",61
"B3","H",119
"B3","I",17
"B3","I",24
"B3","I",25
"B3","I",29
"B3","I",25
"B3","I",24
"B3","I",31
"B3","I",24
"B3","I",29
"B3","I",17
"B3","I",26
"B3","I",22
"B3","I",22
"B3","I",32
"B3","I",39
"B3","I",24
"B3","I",42
"B3","I",40
"B3","I",26
"B3","J",8
"B3","J",19
"B3","J",10
"B3","J",8
"B3","J",13
"B3","J",34
"B3","J",8
"B3","J",10
"B3","J",8
"B3","J",11
"B3","J",11
"B3","J",13
"B3","J",12
"B3","J",5
"B3","J",6
"B3","K",0
"B3","K",0
"B3","K",0
"B3","K",0
"B3","K",0
"B3","K",0
"B3","K",0
"B3","K",0
"B3","K",0
"B3","K",0
"B3","K",0
"B3","K",1
"B3","K",3
"B3","K",6
"B3","K",1
"B3","K",0
"B3","L",251
"B3","L",459
"B3","L",453
"B3","L",205
"B3","L",365
"B3","L",820
"B3","M",21
"B3","M",39
"B3","M",40
"B3","M",60
"B3","M",16
"B3","M",46
"B3","M",35
"B3","M",35
"B3","M",45
"B3","M",20
"B3","M",27
"B3","M",27
"B3","M",34
"B3","M",22
"B3","M",30
"B5","A",11
"B5","A",7
"B5","A",11
"B5","A",5
"B5","A",12
"B5","A",1
"B5","A",6
"B5","A",66
"B5","A",5
"B5","A",8
"B5","A",26
"B5","A",15
"B5","B",60
"B5","B",73
"B5","B",14
"B5","B",74
"B5","B",78
"B5","B",70
"B5","B",52
"B5","B",24
"B5","B",77
"B5","B",8
"B5","B",55
"B5","B",67
"B5","B",108
"B5","B",68
"B5","B",28
"B5","B",19
"B5","B",107
"B5","B",112
"B5","B",53
"B5","B",46
"B5","B",77
"B5","B",65
"B5","C",14
"B5","C",5
"B5","C",14
"B5","C",44
"B5","C",10
"B5","C",11
"B5","C",13
"B5","C",11
"B5","C",12
"B5","C",13
"B5","C",11
"B5","C",18
"B5","C",13
"B5","C",17
"B5","C",26
"B5","C",7
"B5","D",744
"B5","D",877
"B5","D",829
"B5","D",801
"B5","D",800
"B5","D",765
"B5","D",690
"B5","D",785
"B5","D",812
"B5","D",776
"B5","E",858
"B5","E",801
"B5","E",800
"B5","E",738
"B5","E",798
"B5","E",1000
"B5","F",5
"B5","F",5
"B5","F",5
"B5","F",5
"B5","F",6
"B5","F",4
"B5","F",4
"B5","F",5
"B5","F",3
"B5","F",6
"B5","F",6
"B5","F",4
"B5","F",3
"B5","F",5
"B5","G",807
"B5","G",890
"B5","G",874
"B5","G",869
"B5","G",781
"B5","G",756
"B5","G",839
"B5","G",837
"B5","G",845
"B5","G",823
"B5","G",788
"B5","G",802
"B5","G",741
"B5","G",352
"B5","G",782
"B5","G",707
"B5","H",71
"B5","H",66
"B5","H",59
"B5","H",100
"B5","H",11
"B5","H",84
"B5","H",42
"B5","H",80
"B5","H",50
"B5","H",69
"B5","H",123
"B5","H",51
"B5","H",66
"B5","H",18
"B5","H",83
"B5","H",82
"B5","H",38
"B5","H",61
"B5","H",34
"B5","H",85
"B5","I",36
"B5","I",26
"B5","I",40
"B5","I",44
"B5","I",29
"B5","I",61
"B5","I",31
"B5","I",41
"B5","I",23
"B5","I",24
"B5","I",9
"B5","I",27
"B5","I",32
"B5","I",23
"B5","I",41
"B5","I",28
"B5","J",76
"B5","J",25
"B5","J",16
"B5","J",5
"B5","J",23
"B5","J",25
"B5","J",14
"B5","J",14
"B5","J",14
"B5","J",9
"B5","K",4
"B5","K",6
"B5","K",2
"B5","K",2
"B5","K",1
"B5","L",264
"B5","L",682
"B5","L",398
"B5","L",118
"B5","L",187
"B5","L",252
"B5","L",191
"B5","L",277
"B5","L",173
"B5","M",31
"B5","M",31
"B5","M",45
"B5","M",39
"B5","M",25
"B5","M",21
"B5","M",40
"B5","M",37
"B5","M",37
"B5","M",28
"B5","M",63
"B5","M",42
"B5","M",32
"B5","M",28
"B6","A",11
"B6","A",46
"B6","A",3
"B6","A",12
"B6","A",19
"B6","A",7
"B6","A",8
"B6","B",35
"B6","B",40
"B6","B",50
"B6","B",9
"B6","B",57
"B6","B",44
"B6","B",66
"B6","B",39
"B6","B",42
"B6","B",64
"B6","B",34
"B6","B",53
"B6","B",56
"B6","B",56
"B6","B",67
"B6","C",9
"B6","C",6
"B6","C",8
"B6","C",6
"B6","C",7
"B6","C",4
"B6","C",6
"B6","C",3
"B6","C",7
"B6","C",11
"B6","D",827
"B6","D",834
"B6","D",828
"B6","D",762
"B6","D",829
"B6","E",350
"B6","E",364
"B6","E",291
"B6","E",139
"B6","E",125
"B6","E",786
"B6","F",3
"B6","F",3
"B6","F",3
"B6","F",5
"B6","F",2
"B6","F",2
"B6","F",6
"B6","F",5
"B6","F",2
"B6","G",284
"B6","G",300
"B6","G",370
"B6","G",100
"B6","G",276
"B6","G",243
"B6","G",140
"B6","G",192
"B6","G",121
"B6","G",198
"B6","G",290
"B6","H",144
"B6","H",61
"B6","H",61
"B6","H",68
"B6","H",77
"B6","H",71
"B6","H",70
"B6","H",39
"B6","H",28
"B6","H",55
"B6","I",11
"B6","I",49
"B6","I",29
"B6","I",25
"B6","I",44
"B6","I",36
"B6","I",34
"B6","I",20
"B6","I",30
"B6","I",26
"B6","I",26
"B6","I",33
"B6","I",29
"B6","I",40
"B6","I",16
"B6","J",12
"B6","J",13
"B6","J",10
"B6","J",8
"B6","J",13
"B6","J",12
"B6","J",12
"B6","J",9
"B6","J",8
"B6","J",19
"B6","J",9
"B6","J",8
"B6","J",8
"B6","J",9
"B6","J",15
"B6","J",12
"B6","J",9
"B6","J",15
"B6","K",0
"B6","K",0
"B6","K",0
"B6","K",0
"B6","K",0
"B6","K",0
"B6","K",0
"B6","K",0
"B6","K",0
"B6","K",1
"B6","K",0
"B6","K",0
"B6","L",268
"B6","L",211
"B6","L",212
"B6","L",123
"B6","M",22
"B6","M",26
"B6","M",24
"B6","M",43
"B6","M",34
"B6","M",28
"B6","M",22
"B6","M",26
"B6","M",25
"B6","M",33
"B7","A",13
"B7","A",27
"B7","A",7
"B7","A",15
"B7","A",10
"B7","A",5
"B7","A",206
"B7","A",2
"B7","A",9
"B7","A",26
"B7","A",10
"B7","A",2
"B7","B",84
"B7","B",45
"B7","B",58
"B7","B",93
"B7","B",82
"B7","B",144
"B7","B",106
"B7","B",135
"B7","B",86
"B7","B",139
"B7","C",21
"B7","C",29
"B7","C",10
"B7","C",30
"B7","C",15
"B7","C",10
"B7","C",13
"B7","C",14
"B7","C",7
"B7","C",15
"B7","C",10
"B7","C",13
"B7","C",33
"B7","C",18
"B7","C",13
"B7","D",840
"B7","D",892
"B7","D",832
"B7","E",812
"B7","E",810
"B7","E",558
"B7","E",764
"B7","E",483
"B7","E",393
"B7","F",3
"B7","F",7
"B7","F",6
"B7","F",7
"B7","F",5
"B7","F",9
"B7","F",8
"B7","F",8
"B7","F",10
"B7","F",13
"B7","F",3
"B7","G",736
"B7","G",815
"B7","G",758
"B7","G",792
"B7","G",874
"B7","G",874
"B7","G",825
"B7","G",725
"B7","G",776
"B7","G",817
"B7","G",204
"B7","G",319
"B7","H",90
"B7","H",180
"B7","H",131
"B7","H",112
"B7","H",132
"B7","H",206
"B7","H",70
"B7","H",97
"B7","H",128
"B7","H",50
"B7","H",129
"B7","H",92
"B7","I",65
"B7","I",59
"B7","I",62
"B7","I",64
"B7","I",59
"B7","I",67
"B7","I",61
"B7","I",46
"B7","I",64
"B7","I",52
"B7","I",57
"B7","I",53
"B7","I",56
"B7","I",64
"B7","I",42
"B7","I",40
"B7","I",45
"B7","I",63
"B7","I",62
"B7","J",31
"B7","J",22
"B7","J",20
"B7","J",25
"B7","J",18
"B7","J",36
"B7","J",22
"B7","J",18
"B7","J",41
"B7","J",24
"B7","J",15
"B7","J",23
"B7","J",17
"B7","J",17
"B7","J",25
"B7","J",24
"B7","J",42
"B7","J",14
"B7","J",21
"B7","J",15
"B7","J",19
"B7","J",18
"B7","K",4
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",4
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",1
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",1
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",0
"B7","K",0
"B7","L",473
"B7","M",37
"B7","M",69
"B7","M",37
"B7","M",49
"B7","M",29
"B7","M",41
"B7","M",38
"B7","M",68
"B7","M",39
"B7","M",38
"B7","M",89
"B7","M",35
"B7","M",52
"B7","M",63
"B7","M",29
"B7","M",26
"B7","M",25
"B8","A",7
"B8","A",4
"B8","A",6
"B8","A",14
"B8","A",16
"B8","A",6
"B8","A",9
"B8","A",11
"B8","A",13
"B8","A",0
"B8","A",13
"B8","A",6
"B8","A",10
"B8","A",55
"B8","A",6
"B8","A",5
"B8","B",46
"B8","B",49
"B8","B",53
"B8","B",53
"B8","B",75
"B8","B",73
"B8","B",56
"B8","B",12
"B8","B",69
"B8","B",48
"B8","B",41
"B8","B",58
"B8","B",68
"B8","B",38
"B8","B",93
"B8","B",72
"B8","B",54
"B8","B",52
"B8","B",34
"B8","B",78
"B8","B",55
"B8","C",9
"B8","C",4
"B8","C",6
"B8","C",4
"B8","C",9
"B8","C",12
"B8","C",5
"B8","C",7
"B8","C",9
"B8","C",5
"B8","C",5
"B8","C",7
"B8","C",4
"B8","C",5
"B8","C",8
"B8","C",7
"B8","C",5
"B8","C",5
"B8","C",5
"B8","C",9
"B8","C",6
"B8","C",13
"B8","C",8
"B8","C",7
"B8","C",6
"B8","C",8
"B8","C",6
"B8","C",12
"B8","C",5
"B8","C",6
"B8","C",4
"B8","D",812
"B8","D",804
"B8","D",886
"B8","D",809
"B8","D",886
"B8","D",791
"B8","D",852
"B8","D",721
"B8","D",857
"B8","D",830
"B8","D",861
"B8","D",262
"B8","D",803
"B8","D",410
"B8","D",787
"B8","D",826
"B8","D",802
"B8","D",802
"B8","D",828
"B8","D",826
"B8","E",260
"B8","E",318
"B8","E",337
"B8","E",346
"B8","E",393
"B8","E",349
"B8","E",186
"B8","E",223
"B8","E",330
"B8","E",142
"B8","E",207
"B8","E",299
"B8","E",157
"B8","E",242
"B8","E",370
"B8","F",1
"B8","F",4
"B8","F",4
"B8","F",3
"B8","F",2
"B8","F",1
"B8","F",2
"B8","F",7
"B8","F",9
"B8","F",5
"B8","F",3
"B8","F",3
"B8","F",3
"B8","F",3
"B8","F",2
"B8","F",3
"B8","F",1
"B8","F",4
"B8","F",10
"B8","F",3
"B8","F",9
"B8","F",2
"B8","F",6
"B8","F",3
"B8","F",2
"B8","F",5
"B8","F",6
"B8","F",10
"B8","F",1
"B8","F",4
"B8","G",360
"B8","G",207
"B8","G",249
"B8","G",88
"B8","G",292
"B8","G",240
"B8","G",172
"B8","G",238
"B8","G",229
"B8","G",179
"B8","G",145
"B8","G",171
"B8","G",225
"B8","G",234
"B8","G",251
"B8","G",176
"B8","G",181
"B8","G",202
"B8","G",273
"B8","G",281
"B8","G",313
"B8","G",311
"B8","G",258
"B8","G",415
"B8","H",46
"B8","H",74
"B8","H",45
"B8","H",57
"B8","H",0
"B8","H",63
"B8","H",64
"B8","H",104
"B8","H",81
"B8","H",52
"B8","H",72
"B8","H",74
"B8","H",88
"B8","H",55
"B8","H",23
"B8","H",69
"B8","H",78
"B8","H",73
"B8","H",76
"B8","H",55
"B8","H",70
"B8","H",24
"B8","H",60
"B8","H",68
"B8","H",45
"B8","H",41
"B8","H",27
"B8","H",22
"B8","H",62
"B8","H",68
"B8","H",113
"B8","H",84
"B8","H",50
"B8","H",88
"B8","H",72
"B8","H",87
"B8","H",68
"B8","I",23
"B8","I",32
"B8","I",9
"B8","I",30
"B8","I",36
"B8","I",34
"B8","I",25
"B8","I",37
"B8","I",33
"B8","I",46
"B8","I",30
"B8","I",44
"B8","I",22
"B8","I",36
"B8","I",38
"B8","I",43
"B8","I",40
"B8","I",32
"B8","I",27
"B8","I",36
"B8","I",12
"B8","I",38
"B8","I",30
"B8","I",29
"B8","I",31
"B8","I",23
"B8","I",26
"B8","I",35
"B8","I",21
"B8","I",20
"B8","I",34
"B8","I",35
"B8","I",31
"B8","I",29
"B8","I",33
"B8","I",54
"B8","I",60
"B8","I",36
"B8","I",19
"B8","I",35
"B8","I",27
"B8","I",34
"B8","J",8
"B8","J",9
"B8","J",10
"B8","J",10
"B8","J",7
"B8","J",9
"B8","J",65
"B8","J",9
"B8","J",7
"B8","J",10
"B8","J",11
"B8","J",9
"B8","J",9
"B8","J",7
"B8","J",5
"B8","J",17
"B8","J",7
"B8","J",9
"B8","J",14
"B8","J",10
"B8","J",9
"B8","J",8
"B8","J",7
"B8","J",9
"B8","J",6
"B8","J",11
"B8","J",8
"B8","J",10
"B8","J",11
"B8","J",22
"B8","J",9
"B8","J",12
"B8","J",11
"B8","J",11
"B8","J",10
"B8","J",8
"B8","J",14
"B8","J",6
"B8","J",8
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",2
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",0
"B8","K",1
"B8","K",0
"B8","K",0
"B8","K",0
"B8","L",147
"B8","L",151
"B8","L",184
"B8","L",202
"B8","L",183
"B8","L",148
"B8","L",799
"B8","L",299
"B8","L",283
"B8","L",132
"B8","L",41
"B8","L",214
"B8","L",116
"B8","L",271
"B8","L",364
"B8","L",393
"B8","L",250
"B8","M",45
"B8","M",27
"B8","M",32
"B8","M",38
"B8","M",24
"B8","M",47
"B8","M",14
"B8","M",26
"B8","M",34
"B8","M",30
"B8","M",44
"B8","M",29
"B8","M",20
"B8","M",25
"B8","M",63
"B8","M",33
"B8","M",21
"B8","M",28
"B8","M",22
"B8","M",79
"B9","A",19
"B9","A",3
"B9","A",11
"B9","A",7
"B9","A",4
"B9","A",7
"B9","A",8
"B9","A",19
"B9","A",10
"B9","A",5
"B9","A",21
"B9","A",5
"B9","A",8
"B9","A",5
"B9","A",24
"B9","A",5
"B9","A",6
"B9","A",2
"B9","A",8
"B9","B",70
"B9","B",45
"B9","B",94
"B9","B",78
"B9","B",52
"B9","B",99
"B9","B",84
"B9","B",86
"B9","B",52
"B9","B",64
"B9","B",119
"B9","B",87
"B9","B",79
"B9","B",35
"B9","B",85
"B9","B",88
"B9","B",66
"B9","B",100
"B9","B",42
"B9","B",62
"B9","B",75
"B9","B",52
"B9","B",42
"B9","B",53
"B9","B",96
"B9","B",75
"B9","B",93
"B9","B",56
"B9","B",73
"B9","B",46
"B9","B",75
"B9","B",87
"B9","B",100
"B9","B",79
"B9","B",38
"B9","C",27
"B9","C",16
"B9","C",25
"B9","C",80
"B9","C",29
"B9","C",46
"B9","C",18
"B9","C",24
"B9","C",102
"B9","C",21
"B9","C",25
"B9","C",25
"B9","C",13
"B9","C",83
"B9","C",19
"B9","C",16
"B9","C",38
"B9","C",18
"B9","C",80
"B9","C",14
"B9","C",24
"B9","C",21
"B9","D",710
"B9","D",911
"B9","D",846
"B9","D",865
"B9","D",769
"B9","D",832
"B9","D",722
"B9","D",733
"B9","D",822
"B9","D",825
"B9","D",818
"B9","D",759
"B9","D",780
"B9","D",874
"B9","D",743
"B9","D",740
"B9","D",788
"B9","E",184
"B9","E",370
"B9","E",221
"B9","E",227
"B9","E",210
"B9","E",316
"B9","E",318
"B9","E",271
"B9","E",220
"B9","E",285
"B9","E",192
"B9","E",188
"B9","E",228
"B9","E",257
"B9","E",263
"B9","E",178
"B9","F",16
"B9","F",25
"B9","F",18
"B9","F",25
"B9","F",15
"B9","F",45
"B9","F",25
"B9","F",17
"B9","F",20
"B9","F",26
"B9","F",10
"B9","F",36
"B9","F",31
"B9","F",17
"B9","F",21
"B9","F",33
"B9","F",31
"B9","F",22
"B9","F",20
"B9","F",30
"B9","F",18
"B9","F",13
"B9","F",19
"B9","F",29
"B9","F",28
"B9","G",219
"B9","G",331
"B9","G",405
"B9","G",234
"B9","G",212
"B9","G",265
"B9","G",288
"B9","G",212
"B9","G",310
"B9","G",274
"B9","G",304
"B9","G",298
"B9","G",303
"B9","G",224
"B9","G",203
"B9","G",194
"B9","G",315
"B9","G",402
"B9","G",161
"B9","G",274
"B9","G",257
"B9","H",78
"B9","H",80
"B9","H",33
"B9","H",115
"B9","H",74
"B9","H",103
"B9","H",74
"B9","H",113
"B9","H",48
"B9","H",94
"B9","H",74
"B9","H",23
"B9","H",109
"B9","H",83
"B9","H",101
"B9","H",86
"B9","H",85
"B9","H",58
"B9","H",133
"B9","H",102
"B9","H",97
"B9","H",104
"B9","H",77
"B9","H",44
"B9","H",9
"B9","H",98
"B9","H",80
"B9","H",66
"B9","I",187
"B9","I",206
"B9","I",251
"B9","I",265
"B9","I",268
"B9","I",85
"B9","I",224
"B9","I",184
"B9","I",261
"B9","I",268
"B9","I",221
"B9","I",185
"B9","I",221
"B9","I",171
"B9","I",167
"B9","I",84
"B9","I",204
"B9","I",237
"B9","I",116
"B9","I",167
"B9","I",141
"B9","I",171
"B9","I",237
"B9","I",146
"B9","I",152
"B9","J",13
"B9","J",20
"B9","J",16
"B9","J",18
"B9","J",47
"B9","J",11
"B9","J",17
"B9","J",25
"B9","J",16
"B9","J",15
"B9","J",24
"B9","J",15
"B9","J",17
"B9","J",22
"B9","J",122
"B9","J",35
"B9","J",12
"B9","J",39
"B9","J",15
"B9","J",19
"B9","J",41
"B9","J",46
"B9","J",18
"B9","J",13
"B9","J",18
"B9","J",19
"B9","J",14
"B9","K",0
"B9","K",0
"B9","K",0
"B9","K",0
"B9","K",0
"B9","K",1
"B9","K",0
"B9","K",0
"B9","K",2
"B9","K",0
"B9","K",2
"B9","K",0
"B9","K",0
"B9","K",1
"B9","K",0
"B9","K",0
"B9","K",0
"B9","K",2
"B9","K",4
"B9","K",0
"B9","K",0
"B9","K",0
"B9","K",0
"B9","K",0
"B9","K",0
"B9","K",0
"B9","L",374
"B9","L",222
"B9","L",91
"B9","L",225
"B9","L",257
"B9","L",383
"B9","L",768
"B9","L",204
"B9","L",176
"B9","L",292
"B9","M",26
"B9","M",26
"B9","M",53
"B9","M",44
"B9","M",32
"B9","M",46
"B9","M",30
"B9","M",15
"B9","M",36
"B9","M",30
"B9","M",42
"B9","M",47
"B9","M",52
"B9","M",9
"B9","M",39
"B9","M",36
"B9","M",28
"B9","M",28
"B9","M",43
"B10","A",4
"B10","A",11
"B10","A",6
"B10","A",8
"B10","A",19
"B10","A",7
"B10","A",6
"B10","B",28
"B10","B",45
"B10","B",50
"B10","B",53
"B10","B",804
"B10","B",744
"B10","C",7
"B10","C",12
"B10","C",12
"B10","C",9
"B10","C",14
"B10","C",6
"B10","C",5
"B10","C",7
"B10","C",4
"B10","C",6
"B10","C",3
"B10","C",7
"B10","C",5
"B10","C",8
"B10","C",17
"B10","C",117
"B10","C",306
"B10","D",889
"B10","D",798
"B10","D",875
"B10","D",687
"B10","D",868
"B10","D",868
"B10","D",817
"B10","E",219
"B10","E",311
"B10","E",333
"B10","E",250
"B10","E",350
"B10","E",273
"B10","E",572
"B10","E",253
"B10","E",833
"B10","E",363
"B10","E",355
"B10","F",4
"B10","F",3
"B10","F",4
"B10","F",2
"B10","F",0
"B10","F",3
"B10","F",11
"B10","F",6
"B10","F",132
"B10","G",232
"B10","G",325
"B10","G",367
"B10","G",212
"B10","G",183
"B10","G",210
"B10","G",213
"B10","G",294
"B10","G",218
"B10","H",55
"B10","H",73
"B10","H",46
"B10","H",65
"B10","H",49
"B10","H",124
"B10","H",36
"B10","H",119
"B10","H",70
"B10","H",56
"B10","H",93
"B10","H",94
"B10","H",119
"B10","H",89
"B10","H",78
"B10","I",27
"B10","I",36
"B10","I",35
"B10","I",17
"B10","I",22
"B10","I",30
"B10","I",34
"B10","I",38
"B10","I",33
"B10","I",25
"B10","J",6
"B10","J",6
"B10","J",8
"B10","J",8
"B10","J",10
"B10","J",6
"B10","J",81
"B10","K",0
"B10","K",0
"B10","K",1
"B10","K",1
"B10","K",0
"B10","K",0
"B10","K",0
"B10","K",4
"B10","K",0
"B10","K",0
"B10","L",100
"B10","L",251
"B10","L",215
"B10","L",127
"B10","L",796
"B10","M",17
"B10","M",82
"B10","M",39
"B10","M",29
"B10","M",37
"B10","M",29
"B10","M",26
"B10","M",48
"B10","M",30
"B10","M",51
"C1","A",4
"C1","A",6
"C1","A",6
"C1","A",39
"C1","A",7
"C1","A",15
"C1","A",15
"C1","A",13
"C1","A",5
"C1","A",5
"C1","A",15
"C1","B",104
"C1","B",115
"C1","B",92
"C1","B",123
"C1","B",106
"C1","B",53
"C1","B",107
"C1","B",97
"C1","B",116
"C1","B",171
"C1","B",108
"C1","B",50
"C1","B",85
"C1","B",91
"C1","B",88
"C1","B",70
"C1","B",19
"C1","B",127
"C1","B",71
"C1","B",103
"C1","B",90
"C1","B",89
"C1","B",82
"C1","B",97
"C1","B",82
"C1","B",112
"C1","B",40
"C1","B",92
"C1","B",81
"C1","B",86
"C1","C",13
"C1","C",20
"C1","C",19
"C1","C",14
"C1","C",16
"C1","C",17
"C1","C",10
"C1","C",21
"C1","C",31
"C1","C",10
"C1","C",16
"C1","C",23
"C1","C",23
"C1","C",14
"C1","C",24
"C1","C",12
"C1","C",23
"C1","C",24
"C1","C",15
"C1","D",723
"C1","D",763
"C1","D",791
"C1","D",836
"C1","D",734
"C1","D",778
"C1","E",804
"C1","E",699
"C1","E",794
"C1","E",867
"C1","E",824
"C1","F",5
"C1","F",7
"C1","F",4
"C1","F",5
"C1","F",30
"C1","F",7
"C1","F",7
"C1","F",9
"C1","F",6
"C1","F",7
"C1","F",6
"C1","G",752
"C1","G",841
"C1","G",767
"C1","G",834
"C1","G",776
"C1","G",752
"C1","G",781
"C1","G",757
"C1","G",812
"C1","G",799
"C1","G",821
"C1","G",797
"C1","G",832
"C1","H",88
"C1","H",137
"C1","H",110
"C1","H",93
"C1","H",90
"C1","H",38
"C1","H",146
"C1","H",66
"C1","H",101
"C1","H",197
"C1","H",96
"C1","H",134
"C1","H",84
"C1","H",91
"C1","H",92
"C1","H",98
"C1","H",81
"C1","I",57
"C1","I",69
"C1","I",75
"C1","I",49
"C1","I",72
"C1","I",71
"C1","I",46
"C1","I",82
"C1","I",49
"C1","I",60
"C1","I",78
"C1","I",49
"C1","I",58
"C1","I",72
"C1","I",80
"C1","I",80
"C1","I",55
"C1","I",78
"C1","I",56
"C1","I",34
"C1","I",69
"C1","J",35
"C1","J",15
"C1","J",33
"C1","J",36
"C1","J",18
"C1","J",60
"C1","J",273
"C1","J",55
"C1","J",222
"C1","J",62
"C1","J",45
"C1","J",39
"C1","J",117
"C1","J",55
"C1","J",76
"C1","J",39
"C1","J",50
"C1","J",25
"C1","J",48
"C1","J",24
"C1","J",60
"C1","J",16
"C1","J",51
"C1","J",30
"C1","J",47
"C1","K",23
"C1","K",1
"C1","K",8
"C1","K",0
"C1","K",0
"C1","K",0
"C1","K",5
"C1","K",0
"C1","K",0
"C1","K",0
"C1","K",0
"C1","K",4
"C1","K",0
"C1","K",0
"C1","K",0
"C1","L",224
"C1","L",353
"C1","L",402
"C1","L",154
"C1","L",64
"C1","L",544
"C1","L",176
"C1","L",467
"C1","L",67
"C1","L",125
"C1","L",734
"C1","M",47
"C1","M",34
"C1","M",43
"C1","M",33
"C1","M",66
"C1","M",39
"C1","M",36
"C1","M",38
"C1","M",175
"C2","A",6
"C2","A",10
"C2","A",16
"C2","A",5
"C2","A",11
"C2","A",17
"C2","A",34
"C2","A",8
"C2","A",8
"C2","A",7
"C2","B",22
"C2","B",114
"C2","B",79
"C2","B",126
"C2","B",132
"C2","B",147
"C2","B",80
"C2","B",126
"C2","B",143
"C2","B",88
"C2","B",105
"C2","B",77
"C2","B",105
"C2","C",19
"C2","C",16
"C2","C",16
"C2","C",46
"C2","C",14
"C2","C",13
"C2","C",16
"C2","C",30
"C2","C",10
"C2","C",17
"C2","C",18
"C2","C",16
"C2","C",26
"C2","C",23
"C2","D",780
"C2","E",93
"C2","E",792
"C2","E",878
"C2","E",824
"C2","F",4
"C2","F",8
"C2","F",7
"C2","F",6
"C2","F",6
"C2","F",6
"C2","F",8
"C2","G",432
"C2","G",810
"C2","G",761
"C2","G",826
"C2","H",84
"C2","H",105
"C2","H",81
"C2","H",83
"C2","H",151
"C2","H",147
"C2","H",81
"C2","H",128
"C2","H",153
"C2","H",134
"C2","H",170
"C2","H",74
"C2","H",81
"C2","H",83
"C2","H",40
"C2","I",56
"C2","I",27
"C2","I",79
"C2","I",69
"C2","I",64
"C2","I",48
"C2","J",21
"C2","J",21
"C2","J",26
"C2","J",16
"C2","J",22
"C2","J",22
"C2","J",27
"C2","J",13
"C2","J",23
"C2","J",43
"C2","J",22
"C2","J",18
"C2","J",47
"C2","J",32
"C2","J",43
"C2","K",0
"C2","K",0
"C2","K",0
"C2","K",0
"C2","K",0
"C2","K",1
"C2","K",0
"C2","K",0
"C2","K",0
"C2","K",0
"C2","K",0
"C2","K",0
"C2","K",0
"C2","K",2
"C2","K",0
"C2","L",351
"C2","L",739
"C2","M",39
"C2","M",45
"C2","M",34
"C2","M",46
"C4","A",10
"C4","A",9
"C4","A",8
"C4","A",12
"C4","A",7
"C4","A",9
"C4","A",10
"C4","A",6
"C4","A",8
"C4","A",8
"C4","A",6
"C4","A",15
"C4","A",5
